real,start_timestamp,euclidian,start_lon,dest_timestamp,dest_lon,start_lat,dest_lat
2433,2013-01-07 01:06:00,1742.3517391407577,-73.966606,2013-01-07 01:13:00,-73.987022,40.764187,40.761906
2695,2013-01-07 01:06:00,2366.8402258493593,-74.00029,2013-01-07 01:12:00,-74.004181,40.742081,40.720974
8417,2013-01-07 01:06:00,5688.209355963914,-73.988518,2013-01-07 01:16:00,-73.960533,40.764202,40.810799
3105,2013-01-07 01:06:00,1961.891685296837,-73.969269,2013-01-07 01:13:00,-73.966064,40.785458,40.76796
1333,2013-01-07 01:06:00,851.5345123385426,-74.000595,2013-01-07 01:11:00,-73.991669,40.729847,40.73341
2297,2013-01-07 01:06:00,2296.3036617960356,-73.962357,2013-01-07 01:12:00,-73.949135,40.804981,40.823055
963,2013-01-07 01:06:00,819.1145187452839,-73.966522,2013-01-07 01:09:00,-73.969292,40.760754,40.753685
4709,2013-01-07 01:06:00,2079.8123152890716,-73.844307,2013-01-07 01:14:00,-73.852707,40.721363,40.738968
1384,2013-01-07 01:06:00,1049.7835883198873,-73.989418,2013-01-07 01:09:00,-73.990593,40.760372,40.750961
11891,2013-01-07 01:06:00,8890.946827787098,-73.967941,2013-01-07 01:22:00,-73.865677,40.755573,40.736572
410,2013-01-07 01:06:00,54.59027208403723,-73.937721,2013-01-07 01:11:00,-73.937119,40.804092,40.804272
7052,2013-01-07 01:06:00,2816.5372989552675,-73.991806,2013-01-07 01:18:00,-74.01786,40.722195,40.706375
5059,2013-01-07 01:06:02,3380.494167137344,-73.99073,2013-01-07 01:15:59,-73.992126,40.718822,40.749245
11886,2013-01-07 01:06:04,6243.188990130363,-73.99205,2013-01-07 01:22:43,-73.980667,40.719604,40.664055
16640,2013-01-07 01:06:04,10731.268911426832,-74.004326,2013-01-07 01:30:32,-73.9524,40.751961,40.663773
15753,2013-01-07 01:06:05,10239.060659883651,-73.86409,2013-01-07 01:20:56,-73.921745,40.769859,40.85099
15270,2013-01-07 01:06:05,12569.981297248594,-73.960884,2013-01-07 01:21:06,-73.903244,40.76096,40.865337
4608,2013-01-07 01:06:08,4036.711605658117,-73.988853,2013-01-07 01:17:24,-73.972687,40.756489,40.790699
892,2013-01-07 01:06:08,360.9934688196008,-74.002014,2013-01-07 01:10:09,-74.005615,40.74284,40.741089
3370,2013-01-07 01:06:10,2357.4432093148826,-73.984268,2013-01-07 01:16:02,-74.003815,40.727055,40.742207
11518,2013-01-07 01:06:12,6776.857672850439,-73.918861,2013-01-07 01:19:32,-73.850029,40.758926,40.727566
26107,2013-01-07 01:06:12,17188.90805606588,-73.788712,2013-01-07 01:31:08,-73.958076,40.641323,40.726978
2897,2013-01-07 01:06:13,1501.900100020999,-74.006203,2013-01-07 01:11:02,-73.990692,40.743942,40.750557
2565,2013-01-07 01:06:13,2472.753565888874,-73.980911,2013-01-07 01:14:08,-74.005905,40.729607,40.741199
3681,2013-01-07 01:06:14,2791.817202943028,-74.004478,2013-01-07 01:15:32,-73.971588,40.751865,40.749332
10259,2013-01-07 01:06:16,6984.379954458821,-73.78196,2013-01-07 01:15:45,-73.850494,40.644711,40.679813
6401,2013-01-07 01:06:16,4986.538693862564,-74.003136,2013-01-07 01:18:48,-73.944641,40.722157,40.71619
17364,2013-01-07 01:06:16,14638.64404217346,-73.996994,2013-01-07 01:36:36,-73.823662,40.7537,40.752155
6233,2013-01-07 01:06:17,4469.877322959413,-73.953529,2013-01-07 01:15:58,-73.992393,40.788147,40.760811
3940,2013-01-07 01:06:19,3001.066138842614,-74.007416,2013-01-07 01:23:01,-73.999626,40.740982,40.714615
7467,2013-01-07 01:06:22,5516.258686480886,-73.990685,2013-01-07 01:20:32,-73.931526,40.744286,40.76535
11745,2013-01-07 01:06:22,7333.280234513324,-74.000458,2013-01-07 01:21:30,-73.951782,40.730007,40.784695
3203,2013-01-07 01:06:24,2385.9124287235077,-73.964188,2013-01-07 01:16:56,-73.936279,40.802475,40.799038
5891,2013-01-07 01:06:26,4931.553499918532,-74.00322,2013-01-07 01:12:57,-73.977859,40.722996,40.762997
1588,2013-01-07 01:06:26,906.0855106653248,-74.004379,2013-01-07 01:09:54,-74.006332,40.751839,40.743816
8645,2013-01-07 01:06:28,5947.181474962613,-73.994621,2013-01-07 01:19:54,-73.924515,40.760902,40.766071
5423,2013-01-07 01:06:29,4057.083562048258,-73.999176,2013-01-07 01:18:42,-73.99221,40.728138,40.764286
3382,2013-01-07 01:06:30,2269.6604328451995,-73.997658,2013-01-07 01:13:53,-74.005424,40.721485,40.741051
11929,2013-01-07 01:06:30,7743.347652493248,-73.980362,2013-01-07 01:24:24,-73.974129,40.681271,40.750839
5414,2013-01-07 01:06:31,4653.505935329739,-73.975769,2013-01-07 01:18:06,-73.920731,40.74514,40.743195
2252,2013-01-07 01:06:32,1695.4814313510287,-73.951584,2013-01-07 01:14:39,-73.949883,40.713924,40.698711
31327,2013-01-07 01:06:33,20267.067602885665,-73.776711,2013-01-07 01:29:23,-73.950218,40.645512,40.771511
1499,2013-01-07 01:06:33,1221.6065039167931,-73.961838,2013-01-07 01:09:25,-73.956322,40.770985,40.781155
4764,2013-01-07 01:06:38,4604.780587606539,-73.981064,2013-01-07 01:15:57,-73.958908,40.68866,40.65078
711,2013-01-07 01:06:42,712.9063301351451,-73.887405,2013-01-07 01:08:29,-73.895767,40.747337,40.74646
4583,2013-01-07 01:06:42,3504.0490262600147,-74.000519,2013-01-07 01:16:34,-73.985962,40.729977,40.759525
6906,2013-01-07 01:06:43,5333.318586285085,-73.977081,2013-01-07 01:18:14,-73.914413,40.751957,40.746029
1502,2013-01-07 01:06:43,1431.270039363804,-73.980881,2013-01-07 01:10:26,-73.995316,40.742104,40.748856
1977,2013-01-07 01:06:45,1975.4868136174018,-73.967094,2013-01-07 01:10:25,-73.955727,40.760765,40.776314
5893,2013-01-07 01:06:48,4682.503165511184,-73.996857,2013-01-07 01:16:11,-73.942017,40.715134,40.721214
744,2013-01-07 01:06:49,749.5912974103694,-73.999321,2013-01-07 01:07:37,-73.995171,40.754192,40.760159
3963,2013-01-07 01:06:50,2059.0148830887942,-74.004326,2013-01-07 01:13:44,-74.016563,40.721066,40.705032
1,2013-01-07 01:06:54,0.6758376221392199,-73.995323,2013-01-07 01:06:58,-73.995331,40.728073,40.728073
1302,2013-01-07 01:06:54,1202.8047859190367,-73.960716,2013-01-07 01:09:20,-73.972061,40.775696,40.782249
1507,2013-01-07 01:06:56,1059.4500252845562,-73.984756,2013-01-07 01:11:28,-73.987549,40.759235,40.768536
2050,2013-01-07 01:07:00,1205.5100508407832,-74.002396,2013-01-07 01:13:00,-74.006844,40.733738,40.744053
1436,2013-01-07 01:07:00,736.2173173414193,-73.989563,2013-01-07 01:09:00,-73.984802,40.758099,40.763653
20795,2013-01-07 01:07:00,17212.287472338852,-73.776703,2013-01-07 01:35:00,-73.975273,40.645432,40.679489
4684,2013-01-07 01:07:00,3564.9435420022805,-73.957649,2013-01-07 01:15:00,-73.96756,40.717926,40.686722
5600,2013-01-07 01:07:00,4062.4800894221753,-73.988701,2013-01-07 01:17:00,-73.941582,40.721016,40.713737
8622,2013-01-07 01:07:00,5653.701279694761,-73.95713,2013-01-07 01:21:00,-73.942101,40.783138,40.832752
859,2013-01-07 01:07:00,861.619841753145,-73.940964,2013-01-07 01:09:00,-73.951088,40.711926,40.711002
44,2013-01-07 01:07:00,24.24631675005026,-74.033875,2013-01-07 01:09:00,-74.034149,40.729656,40.729721
3123,2013-01-07 01:07:00,2865.571684300102,-73.988083,2013-01-07 01:12:00,-74.000206,40.754444,40.730343
2016,2013-01-07 01:07:00,1438.6603083191242,-73.988167,2013-01-07 01:13:00,-73.982094,40.745075,40.757179
714,2013-01-07 01:07:00,162.40477352501276,-73.999275,2013-01-07 01:14:00,-74.000679,40.727959,40.728958
5015,2013-01-07 01:07:00,4460.250265615321,-73.986847,2013-01-07 01:15:00,-73.967018,40.751106,40.788334
6211,2013-01-07 01:07:00,5212.177250875696,-73.987099,2013-01-07 01:18:00,-73.987137,40.747753,40.700817
2816,2013-01-07 01:07:00,2362.2927428685143,-73.986237,2013-01-07 01:12:22,-73.975433,40.767429,40.787052
5005,2013-01-07 01:07:00,3548.4581513381777,-73.971458,2013-01-07 01:17:00,-74.003807,40.762447,40.742054
7249,2013-01-07 01:07:00,5680.919854931828,-73.990997,2013-01-07 01:19:00,-73.950638,40.734173,40.775101
2677,2013-01-07 01:07:00,1888.1989980550977,-73.966797,2013-01-07 01:16:00,-73.988503,40.764153,40.768246
2814,2013-01-07 01:07:00,2087.2918399078185,-73.958664,2013-01-07 01:11:00,-73.972237,40.780968,40.79668
